owner_org,fiscal_yr,service_id,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,service_std_target,gcss_tool_fiscal_yr,realtime_result_url_en,realtime_result_url_fr,q1_performance_result,q1_business_volume,q2_performance_result,q2_business_volume,q3_performance_result,q3_business_volume,q4_performance_result,q4_business_volume,owner_org_title,performance,Standard Unique Identifier,New Service ID
cic,2017-2018,42,3,"IRCC’s goal is to advise applicants within 125 days of the close of the Call for Proposals if:
their application will proceed for negotiation of a contribution agreement between IRCC and the submitting party; or
IRCC needs more time before issuing a decision.","IRCC vise à informer le requérant dans les 125 jours suivant la clôture de l’appel de propositions si :
sa demande passera à l’étape de la négociation d’une entente de contribution entre IRCC et l’auteur de la demande; ou
IRCC a besoin de plus de temps pour rendre une décision.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-42,cic - 43
cic,2017-2018,46,1,IRCC’s goal is to process routine Citizenship Grants applications - 5(1) & 5(2) for adults and minors within 12 months.,IRCC vise à traiter dans un délai de 12 mois les demandes ordinaires d’attribution de la citoyenneté pour adultes et pour mineurs [au titre des paragraphes 5(1) et 5(2)].,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,24755,27163,25070,27191,26660,28968,29889,32742,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",91.70%,2017-2018-cic-46,cic - 47
cic,2017-2018,5,1,IRCC’s goal is to process applications submitted outside Canada for a new visitor visa within 2 weeks.,IRCC s’efforcera de traiter les nouvelles demandes de visa de visiteur présentées à l’étranger en l’espace de deux semaines.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,426693,602836,295684,541841,282929,420761,332079,446037,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",66.50%,2017-2018-cic-5,cic - 06
cic,2017-2018,5,2,IRCC’s goal is to process new parent and grandparent Super Visa applications within 16 weeks.,L’objectif d’IRCC consiste à traiter les nouvelles demandes de super visa pour parents et grands-parents dans les seize semaines suivantes.,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,80.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,5022,5484,5509,6087,4444,5207,4064,4690,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",88.70%,2017-2018-cic-5,cic - 06
cic,2017-2018,56,9,Same day out of regular hours of service - Same day,"Même jour, en dehors des heures de service normales -  Même jour",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,NA,NA,0,482,0,416,0,502,0,558,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-56,cic - 57
cic,2017-2018,56,1,Passport application in person at a Passport Canada-branded office - 10 business days,Demande de passeport présentée en personne à un bureau de Passeport Canada - 10 jours ouvrables,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,634651,636818,601675,603494,530404,531743,627534,629245,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",99.70%,2017-2018-cic-56,cic - 57
cic,2017-2018,56,2,Passport application by mail - 20 business days,Demande de passeport envoyée par la poste - 20 jours ouvrables,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,162395,163526,150801,151386,156901,157087,160123,160300,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",99.70%,2017-2018-cic-56,cic - 57
cic,2017-2018,56,3,Passport application in person at a Receiving Agent - 20 business days,Demande de passeport présentée en personne à un agent réceptionnaire - 20 jours ouvrables,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html,243386,245626,245524,247982,257768,257946,276540,276723,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",99.50%,2017-2018-cic-56,cic - 57
cic,2017-2018,56,7,Express service - 2 to 9 business days,Service express -  De 2 à 9 jours ouvrables,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,NA,NA,88703,88754,97469,97522,81024,81070,90455,90508,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",99.90%,2017-2018-cic-56,cic - 57
cic,2017-2018,56,8,Pick-up service - 10 business days,Service de retrait -10 jours ouvrables,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,NA,NA,60789,60928,64246,64387,52494,52598,62221,62391,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",99.80%,2017-2018-cic-56,cic - 57
cic,2017-2018,56,4,Regular passport application at a Government of Canada office abroad - 20 business days,Demande de passeport régulier présentée à un bureau du gouvernement du Canada à l’étranger - 20 jours ouvrables,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,NA,NA,42838,53257,36754,44726,34243,39977,38541,40083,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",85.60%,2017-2018-cic-56,cic - 57
cic,2017-2018,56,5,Temporary passport  - 20 business days,Passeport temporaire - Moins de 20 jours ouvrables,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,NA,NA,2652,2734,2754,2826,2067,2091,1896,1904,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",98.10%,2017-2018-cic-56,cic - 57
cic,2017-2018,56,6,Urgent service - By the end of the next business day,Service urgent - Avant la fin de la journée ouvrable suivante,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,NA,NA,11486,11549,11770,11815,10804,10854,11773,11833,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",99.50%,2017-2018-cic-56,cic - 57
cic,2017-2018,59,1,20 business days,20 jours ouvrables,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,NA,NA,129,136,126,130,130,107,107,130,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",97.80%,2017-2018-cic-59,cic - 60
cic,2017-2018,60,1,20 business days,20 jours ouvrables,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,NA,NA,3341,3386,3375,3416,3463,3485,3205,3391,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",97.90%,2017-2018-cic-60,cic - 61
cic,2017-2018,61,1,20 business days,20 jours ouvrables,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,NA,NA,776,789,890,899,770,777,874,883,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",98.90%,2017-2018-cic-61,cic - 62
cic,2017-2018,63,1,"Same as the processing time of the passport or travel document if the request is made with the travel document application; or
10 business days if the request is made after a passport or travel document has been issued.","Même que celle liée au traitement du passeport ou du titre de voyage si la demande est faite avec la demande de titre de voyage; ou
10 jours ouvrables si la demande est faite après que le passeport ou le titre de voyage a été délivré.",https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,NA,NA,0,0,0,0,0,0,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",0.00%,2017-2018-cic-63,cic - 64
cic,2017-2018,65,1,10 business days,10 jours ouvrables,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/service-declaration/service-standards.html,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/mandat/declaration-service/normes-service.html,TML,90.00%,2013-2014,NA,NA,5846,5920,3646,3689,3857,3928,4689,4782,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",98.50%,2017-2018-cic-65,cic - 66
cic,2017-2018,73,1,30 days after the request is received as prescibed in the legislation (unless extended under the Act),30 jours après la réception de la demande conformément à la loi (sauf prolongation prévue par la loi),https://laws-lois.justice.gc.ca/eng/acts/a-1/index.html,https://laws-lois.justice.gc.ca/fra/lois/a-1/index.html,TML,100.00%,2013-2014,NA,NA,15100,18128,13927,19672,15344,19991,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",76.80%,2017-2018-cic-73,cic - 74
cic,2017-2018,74,1,30 days after the request is received as prescibed in the legislation (unless extended under the Act),30 jours après la réception de la demande conformément à la loi (sauf prolongation prévue par la loi),https://laws-lois.justice.gc.ca/eng/acts/p-21/,https://laws-lois.justice.gc.ca/fra/lois/p-21/,TML,100.00%,2013-2014,NA,NA,2659,3839,2744,4102,2326,3545,0,0,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada",67.30%,2017-2018-cic-74,cic - 75
